Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Monday, Jul 3",LAD,Home,PIT,W,5.0,2.0,9.0,47-37,2.0,2.5,Ferguson,Keller,Phillips,2.55,N,49652.0,1.30,1,,18.0,81.0,205.5154598,0.0,,18.7,0.07407407407407407
"Tuesday, Jul 4",LAD,Home,PIT,L,7.0,9.0,9.0,47-38,2.0,2.5,Bednar,Phillips,None,3.2333333333333334,N,51487.0,1.37,-1,,17.0,84.0,223.5154598,0.0,,6.0,0.037037037037037035
"Wednesday, Jul 5",LAD,Home,PIT,W,6.0,4.0,9.0,48-38,2.0,1.5,Miller,Contreras,Hudson,2.7333333333333334,N,45403.0,1.37,1,,18.3,76.0,333.5154598,0.0,,0.0,0.037037037037037035
"Thursday, Jul 6",LAD,Home,PIT,W,5.0,2.0,9.0,49-38,2.0,0.5,Urías,Oviedo,Vesia,2.216666666666667,N,42036.0,1.44,2,,18.3,76.0,333.5154598,0.0,,0.0,0.037037037037037035
"Friday, Jul 7",LAD,Home,LAA,W,11.0,4.0,9.0,50-38,2.0,0.5,Gonsolin,Canning,None,2.4333333333333336,N,52214.0,1.40,3,,18.0,76.0,223.5154598,0.0,,7.0,0.037037037037037035
"Saturday, Jul 8",LAD,Home,LAA,W,10.0,5.0,9.0,51-38,2.0,0.5,Grove,Detmers,None,2.5666666666666664,N,53057.0,1.42,4,,19.4,68.0,223.5154598,0.0,,5.4,0.037037037037037035
"Friday, Jul 14",LAD,@,NYM,W,6.0,0.0,9.0,52-38,1.0,up 1.0,Urías,Verlander,None,2.8,N,40503.0,1.40,5,,28.3,68.0,179.00885818,0.0,,5.4,0.037037037037037035
"Saturday, Jul 15",LAD,@,NYM,W,5.0,1.0,9.0,53-38,1.0,up 2.0,Graterol,Ottavino,None,2.85,N,38225.0,1.41,6,,25.0,74.0,256.00885818,0.0,,5.4,0.1111111111111111
"Sunday, Jul 16",LAD,@,NYM,L-wo,1.0,2.0,10.0,53-39,1.0,up 1.5,Robertson,Robertson,None,2.783333333333333,N,34805.0,1.39,-1,,26.0,100.0,136.00885818,0.0,,7.6,0.1111111111111111
"Monday, Jul 17",LAD,@,BAL,W,6.0,4.0,9.0,54-39,1.0,up 1.5,Sheehan,Baker,Brasier,2.85,N,21956.0,1.40,1,,27.8,77.0,285.66021453999997,0.0,,5.4,0.037037037037037035
"Tuesday, Jul 18",LAD,@,BAL,W,10.0,3.0,9.0,55-39,1.0,up 1.5,Grove,Wells,None,3.3,N,22775.0,1.41,2,,27.8,67.0,171.66021454,0.0,,15.8,0.1111111111111111
"Wednesday, Jul 19",LAD,@,BAL,L,5.0,8.0,9.0,55-40,1.0,up 1.5,Coulombe,Urías,Bautista,2.6166666666666667,D,22248.0,1.41,-1,,29.4,48.0,256.66021453999997,0.0,,13.7,0.07407407407407407
"Friday, Jul 21",LAD,@,TEX,W,11.0,5.0,9.0,56-40,1.0,up 3.0,Brasier,Speas,None,3.35,N,39808.0,1.41,1,,32.8,45.0,107.19716629,0.0,,13.0,0.07407407407407407
"Saturday, Jul 22",LAD,@,TEX,W,16.0,3.0,9.0,57-40,1.0,up 4.0,Miller,Dunning,None,2.8333333333333335,D,40738.0,1.34,2,,31.1,68.0,347.19716629,0.0,,24.1,0.1111111111111111
"Sunday, Jul 23",LAD,@,TEX,L,4.0,8.0,9.0,57-41,1.0,up 4.0,Pérez,Sheehan,None,2.3833333333333333,D,39632.0,1.26,-1,,28.3,48.0,17.19716629,0.0,,18.4,0.07407407407407407
"Monday, Jul 24",LAD,Home,TOR,L,3.0,6.0,11.0,57-42,1.0,up 4.0,Jackson,Bickford,Romano,3.466666666666667,N,47731.0,1.36,-2,,22.0,79.0,215.5154598,0.0,,12.2,0.1111111111111111
"Tuesday, Jul 25",LAD,Home,TOR,W-wo,8.0,7.0,10.0,58-42,1.0,up 4.0,Graterol,White,None,3.4333333333333336,N,47069.0,1.40,1,,22.0,76.0,203.5154598,0.0,,11.2,0.07407407407407407
"Wednesday, Jul 26",LAD,Home,TOR,L,1.0,8.0,9.0,58-43,1.0,up 3.0,Kikuchi,Gonsolin,None,2.9,D,46667.0,1.35,-1,,24.4,69.0,333.5154598,0.0,,0.0,0.037037037037037035
"Friday, Jul 28",LAD,Home,CIN,L,5.0,6.0,9.0,58-44,1.0,up 3.0,Williamson,Miller,Díaz,2.85,N,48280.0,1.64,-2,,25.0,60.0,243.5154598,0.0,,7.6,0.037037037037037035
"Saturday, Jul 29",LAD,Home,CIN,W,3.0,2.0,9.0,59-44,1.0,up 3.0,Kelly,Weaver,Phillips,2.4333333333333336,N,51015.0,1.74,1,,22.2,79.0,333.5154598,0.0,,0.0,0.037037037037037035
"Sunday, Jul 30",LAD,Home,CIN,L,0.0,9.0,9.0,59-45,1.0,up 2.0,Ashcraft,Grove,None,2.216666666666667,D,45936.0,1.65,-1,,23.9,69.0,333.5154598,0.0,,0.0,0.037037037037037035
"Tuesday, Aug 1",LAD,Home,OAK,W,7.0,3.0,9.0,60-45,1.0,up 2.5,Lynn,Waldichuk,None,2.8166666666666664,N,44207.0,1.56,1,,25.0,69.0,333.5154598,0.0,,0.0,0.1111111111111111
"Wednesday, Aug 2",LAD,Home,OAK,W,10.0,1.0,9.0,61-45,1.0,up 2.5,Gonsolin,Harris,None,2.4833333333333334,N,47711.0,1.54,2,,23.9,66.0,333.5154598,0.0,,0.0,0.037037037037037035
"Thursday, Aug 3",LAD,Home,OAK,W,8.0,2.0,9.0,62-45,1.0,up 2.5,Urías,Sears,Sheehan,2.466666666666667,N,52624.0,1.46,3,,23.0,55.0,208.5154598,0.0,,27.4,0.037037037037037035
"Friday, Aug 4",LAD,@,SDP,W,10.0,5.0,9.0,63-45,1.0,up 3.0,Brasier,Suarez,Phillips,3.2333333333333334,N,42930.0,1.44,4,,19.4,79.0,0.26252469999997174,0.0,,0.0,0.07407407407407407
